一中	169
美麗	びれい
秋風	あきかぜ
悪風	あくふう
朝風	あさかぜ
雨風	あめかぜ
威風	いふう
遺風	いふう
大風	おおかぜ
海風	かいふう
学風	がくふう
家風	かふう
画風	がふう
神風	かみかぜ
川風	かわかぜ
寒風	かんぷう
北風	きたかぜ
気風	きふう
強風	きょうふう
颶風	ぐふう
薫風	くんぷう
芸風	げいふう
校風	こうふう
国風	こくふう
東風	こち
古風	こふう
作風	さくふう
潮風	しおかぜ
疾風	しっぷう
秋風	しゅうふう
春風	しゅんぷう
醇風	じゅんぷう
順風	じゅんぷう
松風	しょうふう
涼風	すすかぜ
旋風	せんぷう
台風	たいふう
中風	ちゅうぶう
通風	つうふう
突風	とっぷう
波風	なみかぜ
南風	なんぷう
軟風	なんぷう
西風	にしかぜ
熱風	ねっぷう
爆風	ばくふう
破風	はふ
春風	はるかぜ
蛮風	ばんぷう
東風	ひがしかぜ
微風	びふう
屏風	びょうぶ
弊風	へいふう
暴風	ぼうふう
防風	ぼうふう
松風	まつかぜ
南風	みなみかぜ
昔風	むかしふう
無風	むふう
山風	やまかぜ
夕風	ゆうかぜ
洋風	ようふう
夜風	よかぜ
涼風	りょうふう
烈風	れっぷう
和風	わふう

群衆	19
群居	ぐんきょ
群集	ぐんしゅう
群小	ぐんしょう
群臣	ぐんしん
群棲	ぐんせい
群像	ぐんぞう
群島	ぐんとう
群舞	ぐんぶ
群雄	ぐんゆう
群落	ぐんらく
群り	むらがり
群れ	むれ
会衆	かいしゅう
観衆	かんしゅう
公衆	こうしゅう
大衆	たいしゅう
聴衆	ちょうしゅう
民衆	みんしゅう
若衆	わかしゅ

群遊	20
群居	ぐんきょ
群衆	ぐんしゅう
群集	ぐんしゅう
群小	ぐんしょう
群臣	ぐんしん
群棲	ぐんせい
群像	ぐんぞう
群島	ぐんとう
群舞	ぐんぶ
群雄	ぐんゆう
群落	ぐんらく
群り	むらがり
群れ	むれ
回遊	かいゆう
外遊	がいゆう
豪遊	ごうゆう
周遊	しゅうゆう
清遊	せいゆう
浮遊	ふゆう
漫遊	まんゆう

群雄	14
群居	ぐんきょ
群衆	ぐんしゅう
群集	ぐんしゅう
群小	ぐんしょう
群臣	ぐんしん
群棲	ぐんせい
群像	ぐんぞう
群島	ぐんとう
群舞	ぐんぶ
群落	ぐんらく
群り	むらがり
群れ	むれ
英雄	えいゆう
雌雄	しゆう

群集	31
群居	ぐんきょ
群衆	ぐんしゅう
群小	ぐんしょう
群臣	ぐんしん
群棲	ぐんせい
群像	ぐんぞう
群島	ぐんとう
群舞	ぐんぶ
群雄	ぐんゆう
群落	ぐんらく
群り	むらがり
群れ	むれ
蝟集	いしゅう
歌集	かしゅう
凝集	ぎょうしゅう
句集	くしゅう
結集	けっしゅう
採集	さいしゅう
参集	さんしゅう
詩集	ししゅう
収集	しゅうしゅう
召集	しょうしゅう
招集	しょうしゅう
選集	せんしゅう
全集	ぜんしゅう
徴集	ちょうしゅう
特集	とくしゅう
文集	ぶんしゅう
編集	へんしゅう
募集	ぼしゅう
密集	みっしゅう

義勇	25
義捐	ぎえん
義眼	ぎがん
義侠	ぎきょう
義金	ぎきん
義兄	ぎけい
義士	ぎし
義姉	ぎし
義肢	ぎし
義歯	ぎし
義手	ぎしゅ
義戦	ぎせん
義足	ぎそく
義弟	ぎてい
義父	ぎふ
義憤	ぎふん
義母	ぎぼ
義妹	ぎまい
義民	ぎみん
義務	ぎむ
義理	ぎり
知勇	ちゆう
忠勇	ちゅうゆう
沈勇	ちんゆう
蛮勇	ばんゆう
武勇	ぶゆう

翌秋	17
翌朝	よくあさ
翌月	よくげつ
翌日	よくじつ
翌朝	よくちょう
翌年	よくとし
翌年	よくねん
翌晩	よくばん
今秋	こんしゅう
春秋	しゅんじゅう
初秋	しょしゅう
仲秋	ちゅうしゅう
麦秋	ばくしゅう
初秋	はつあき
春秋	はるあき
晩秋	ばんしゅう
麦秋	むぎあき
立秋	りっしゅう

翌週	12
翌朝	よくあさ
翌月	よくげつ
翌日	よくじつ
翌朝	よくちょう
翌年	よくとし
翌年	よくねん
翌晩	よくばん
隔週	かくしゅう
今週	こんしゅう
先週	せんしゅう
毎週	まいしゅう
来週	らいしゅう

翔集	20
蝟集	いしゅう
歌集	かしゅう
凝集	ぎょうしゅう
句集	くしゅう
群集	ぐんしゅう
結集	けっしゅう
採集	さいしゅう
参集	さんしゅう
詩集	ししゅう
収集	しゅうしゅう
召集	しょうしゅう
招集	しょうしゅう
選集	せんしゅう
全集	ぜんしゅう
徴集	ちょうしゅう
特集	とくしゅう
文集	ぶんしゅう
編集	へんしゅう
募集	ぼしゅう
密集	みっしゅう

翼竜	1
翼賛	よくさん

老中	76
老い	おい
老獪	ろうかい
老眼	ろうがん
老朽	ろうきゅう
老境	ろうきょう
老躯	ろうく
老後	ろうご
老巧	ろうこう
老妻	ろうさい
老熟	ろうじゅく
老女	ろうじょ
老臣	ろうしん
老人	ろうじん
老衰	ろうすい
老成	ろうせい
老体	ろうたい
老年	ろうねん
老婆	ろうば
老馬	ろうば
老父	ろうふ
老母	ろうぼ
老齢	ろうれい
老練	ろうれん
意中	いちゅう
御中	おんちゅう
懐中	かいちゅう
海中	かいちゅう
渦中	かちゅう
家中	かちゅう
火中	かちゅう
寒中	かんちゅう
眼中	がんちゅう
忌中	きちゅう
宮中	きゅうちゅう
胸中	きょうちゅう
空中	くうちゅう
最中	さいちゅう
在中	ざいちゅう
作中	さくちゅう
山中	さんちゅう
市中	しちゅう
車中	しゃちゅう
集中	しゅうちゅう
掌中	しょうちゅう
城中	じょうちゅう
暑中	しょちゅう
女中	じょちゅう
心中	しんじゅう
心中	しんちゅう
陣中	じんちゅう
水中	すいちゅう
背中	せなか
戦中	せんちゅう
卒中	そっちゅう
地中	ちちゅう
適中	てきちゅう
道中	どうちゅう
途中	とちゅう
土中	どちゅう
日中	にっちゅう
熱中	ねっちゅう
年中	ねんじゅう
人中	ひとなか
日中	ひなか
病中	びょうちゅう
昼中	ひるなか
道中	みちなか
夢中	むちゅう
命中	めいちゅう
喪中	もちゅう
最中	もなか
夜中	やちゅう
山中	やまなか
夜中	よなか
連中	れんじゅう
連中	れんちゅう

老優	27
老い	おい
老獪	ろうかい
老眼	ろうがん
老朽	ろうきゅう
老境	ろうきょう
老躯	ろうく
老後	ろうご
老巧	ろうこう
老妻	ろうさい
老熟	ろうじゅく
老女	ろうじょ
老臣	ろうしん
老人	ろうじん
老衰	ろうすい
老成	ろうせい
老体	ろうたい
老年	ろうねん
老婆	ろうば
老馬	ろうば
老父	ろうふ
老母	ろうぼ
老齢	ろうれい
老練	ろうれん
女優	じょゆう
声優	せいゆう
俳優	はいゆう
名優	めいゆう

老友	37
老い	おい
老獪	ろうかい
老眼	ろうがん
老朽	ろうきゅう
老境	ろうきょう
老躯	ろうく
老後	ろうご
老巧	ろうこう
老妻	ろうさい
老熟	ろうじゅく
老女	ろうじょ
老臣	ろうしん
老人	ろうじん
老衰	ろうすい
老成	ろうせい
老体	ろうたい
老年	ろうねん
老婆	ろうば
老馬	ろうば
老父	ろうふ
老母	ろうぼ
老齢	ろうれい
老練	ろうれん
悪友	あくゆう
畏友	いゆう
学友	がくゆう
級友	きゅうゆう
旧友	きゅうゆう
交友	こうゆう
校友	こうゆう
師友	しゆう
親友	しんゆう
戦友	せんゆう
知友	ちゆう
盟友	めいゆう
療友	りょうゆう
良友	りょうゆう

老朽	24
老い	おい
老獪	ろうかい
老眼	ろうがん
老境	ろうきょう
老躯	ろうく
老後	ろうご
老巧	ろうこう
老妻	ろうさい
老熟	ろうじゅく
老女	ろうじょ
老臣	ろうしん
老人	ろうじん
老衰	ろうすい
老成	ろうせい
老体	ろうたい
老年	ろうねん
老婆	ろうば
老馬	ろうば
老父	ろうふ
老母	ろうぼ
老齢	ろうれい
老練	ろうれん
不朽	ふきゅう
腐朽	ふきゅう

老醜	24
老い	おい
老獪	ろうかい
老眼	ろうがん
老朽	ろうきゅう
老境	ろうきょう
老躯	ろうく
老後	ろうご
老巧	ろうこう
老妻	ろうさい
老熟	ろうじゅく
老女	ろうじょ
老臣	ろうしん
老人	ろうじん
老衰	ろうすい
老成	ろうせい
老体	ろうたい
老年	ろうねん
老婆	ろうば
老馬	ろうば
老父	ろうふ
老母	ろうぼ
老齢	ろうれい
老練	ろうれん
美醜	びしゅう

老雄	26
老い	おい
老獪	ろうかい
老眼	ろうがん
老朽	ろうきゅう
老境	ろうきょう
老躯	ろうく
老後	ろうご
老巧	ろうこう
老妻	ろうさい
老熟	ろうじゅく
老女	ろうじょ
老臣	ろうしん
老人	ろうじん
老衰	ろうすい
老成	ろうせい
老体	ろうたい
老年	ろうねん
老婆	ろうば
老馬	ろうば
老父	ろうふ
老母	ろうぼ
老齢	ろうれい
老練	ろうれん
英雄	えいゆう
群雄	ぐんゆう
雌雄	しゆう

考究	12
考え	かんがえ
考案	こうあん
考査	こうさ
考察	こうさつ
考証	こうしょう
考慮	こうりょ
学究	がっきゅう
研究	けんきゅう
探究	たんきゅう
追究	ついきゅう
討究	とうきゅう
論究	ろんきゅう

耐久	10
耐火	たいか
耐寒	たいかん
耐震	たいしん
耐水	たいすい
耐熱	たいねつ
耐乏	たいぼう
永久	えいきゅう
恒久	こうきゅう
持久	じきゅう
悠久	ゆうきゅう

耐風	72
耐火	たいか
耐寒	たいかん
耐久	たいきゅう
耐震	たいしん
耐水	たいすい
耐熱	たいねつ
耐乏	たいぼう
秋風	あきかぜ
悪風	あくふう
朝風	あさかぜ
雨風	あめかぜ
威風	いふう
遺風	いふう
大風	おおかぜ
海風	かいふう
学風	がくふう
家風	かふう
画風	がふう
神風	かみかぜ
川風	かわかぜ
寒風	かんぷう
北風	きたかぜ
気風	きふう
強風	きょうふう
颶風	ぐふう
薫風	くんぷう
芸風	げいふう
校風	こうふう
国風	こくふう
東風	こち
古風	こふう
作風	さくふう
潮風	しおかぜ
疾風	しっぷう
秋風	しゅうふう
春風	しゅんぷう
醇風	じゅんぷう
順風	じゅんぷう
松風	しょうふう
涼風	すすかぜ
旋風	せんぷう
台風	たいふう
中風	ちゅうぶう
通風	つうふう
突風	とっぷう
波風	なみかぜ
南風	なんぷう
軟風	なんぷう
西風	にしかぜ
熱風	ねっぷう
爆風	ばくふう
破風	はふ
春風	はるかぜ
蛮風	ばんぷう
東風	ひがしかぜ
微風	びふう
美風	びふう
屏風	びょうぶ
弊風	へいふう
暴風	ぼうふう
防風	ぼうふう
松風	まつかぜ
南風	みなみかぜ
昔風	むかしふう
無風	むふう
山風	やまかぜ
夕風	ゆうかぜ
洋風	ようふう
夜風	よかぜ
涼風	りょうふう
烈風	れっぷう
和風	わふう

耕牛	8
耕作	こうさく
耕地	こうち
耕土	こうど
水牛	すいぎゅう
種牛	たねうし
乳牛	ちちうし
闘牛	とうぎゅう
乳牛	にゅうぎゅう

聴収	21
聴覚	ちょうかく
聴講	ちょうこう
聴取	ちょうしゅ
聴衆	ちょうしゅう
聴聞	ちょうもん
聴力	ちょうりょく
回収	かいしゅう
吸収	きゅうしゅう
月収	げっしゅう
減収	げんしゅう
査収	さしゅう
実収	じっしゅう
接収	せっしゅう
増収	ぞうしゅう
徴収	ちょうしゅう
撤収	てっしゅう
年収	ねんしゅう
買収	ばいしゅう
没収	ぼっしゅう
未収	みしゅう
領収	りょうしゅう

聴衆	12
聴覚	ちょうかく
聴講	ちょうこう
聴取	ちょうしゅ
聴聞	ちょうもん
聴力	ちょうりょく
会衆	かいしゅう
観衆	かんしゅう
群衆	ぐんしゅう
公衆	こうしゅう
大衆	たいしゅう
民衆	みんしゅう
若衆	わかしゅ

職住	22
職域	しょくいき
職員	しょくいん
職業	しょくぎょう
職掌	しょくしょう
職制	しょくせい
職責	しょくせき
職人	しょくにん
職能	しょくのう
職場	しょくば
職分	しょくぶん
職務	しょくむ
職歴	しょくれき
職階	しょっかい
職権	しょっけん
職工	しょっこう
安住	あんじゅう
移住	いじゅう
永住	えいじゅう
居住	きょじゅう
在住	ざいじゅう
常住	じょうじゅう
定住	ていじゅう

職級	30
職域	しょくいき
職員	しょくいん
職業	しょくぎょう
職掌	しょくしょう
職制	しょくせい
職責	しょくせき
職人	しょくにん
職能	しょくのう
職場	しょくば
職分	しょくぶん
職務	しょくむ
職歴	しょくれき
職階	しょっかい
職権	しょっけん
職工	しょっこう
階級	かいきゅう
下級	かきゅう
学級	がっきゅう
高級	こうきゅう
首級	しゅきゅう
昇級	しょうきゅう
上級	じょうきゅう
初級	しょきゅう
進級	しんきゅう
全級	ぜんきゅう
中級	ちゅうきゅう
低級	ていきゅう
等級	とうきゅう
同級	どうきゅう
特級	とっきゅう

職給	32
職域	しょくいき
職員	しょくいん
職業	しょくぎょう
職掌	しょくしょう
職制	しょくせい
職責	しょくせき
職人	しょくにん
職能	しょくのう
職場	しょくば
職分	しょくぶん
職務	しょくむ
職歴	しょくれき
職階	しょっかい
職権	しょっけん
職工	しょっこう
恩給	おんきゅう
加給	かきゅう
供給	きょうきゅう
月給	げっきゅう
支給	しきゅう
自給	じきゅう
週給	しゅうきゅう
需給	じゅきゅう
昇給	しょうきゅう
女給	じょきゅう
日給	にっきゅう
配給	はいきゅう
薄給	はっきゅう
俸給	ほうきゅう
補給	ほきゅう
無給	むきゅう
有給	ゆうきゅう

肉汁	14
肉眼	にくがん
肉食	にくじき
肉食	にくしょく
肉親	にくしん
肉声	にくせい
肉体	にくたい
肉薄	にくはく
肉筆	にくひつ
肉太	にくぶと
肉屋	にくや
肉類	にくるい
果汁	かじゅう
鼻汁	はなしる
墨汁	ぼくじゅう

肉牛	16
肉眼	にくがん
肉食	にくじき
肉食	にくしょく
肉親	にくしん
肉声	にくせい
肉体	にくたい
肉薄	にくはく
肉筆	にくひつ
肉太	にくぶと
肉屋	にくや
肉類	にくるい
水牛	すいぎゅう
種牛	たねうし
乳牛	ちちうし
闘牛	とうぎゅう
乳牛	にゅうぎゅう

育休	14
育英	いくえい
育児	いくじ
育雛	いくすう
育成	いくせい
育苗	いくびょう
育ち	そだち
育つ	そだつ
運休	うんきゅう
公休	こうきゅう
週休	しゅうきゅう
代休	だいきゅう
定休	ていきゅう
遊休	ゆうきゅう
連休	れんきゅう

胆汁	5
胆嚢	たんのう
胆力	たんりょく
果汁	かじゅう
鼻汁	はなしる
墨汁	ぼくじゅう

胚乳	9
胚芽	はいが
胚胎	はいたい
牛乳	ぎゅうにゅう
授乳	じゅにゅう
添乳	そえぢ
粉乳	ふんにゅう
哺乳	ほにゅう
母乳	ぼにゅう
離乳	りにゅう

胡弓	4
胡散	うさん
胡乱	うろん
胡椒	こしょう
